	id	ticker	enter	sl	tp	close	per_score	Date_start	Date_end	type_open_close 	time_take	dolars_earn	earn	comment	name	sl1	tp1	tp2	tp3	current_date
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	2.0	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240305	MELI	1550.0	1476.392	6009.299	0	2.0	2024-03-05		open	-	0	0.0	1 curStage sl or tp3 update tp: 6009.299 2024_03_11	x	4487.763	1721.334	3550.251	6009.299	2024-03-08
0	MELI_20240306	MELI	2024-03-06	2024-03-08	2 days	-1.053	-16.322	1550.75	1534.428	1534.428	5999.612	2.0	end touch sl: 1534.4275 2024_03_11	x	close	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240306	MELI	1550.75	1534.428	5999.612	1534.428	2.0	2024-03-06	2024-03-08	close	2 days	-1.053	-16.322	end touch sl: 1534.4275 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240307	MELI	2024-03-07	2024-03-08	1 days	-0.671	-10.337	1541.43	1531.093	1531.093	5986.572	2.0	end touch sl: 1531.0925000000002 2024_03_11	x	close	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240307	MELI	1541.43	1531.093	5986.572	1531.093	2.0	2024-03-07	2024-03-08	close	1 days	-0.671	-10.337	end touch sl: 1531.0925000000002 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240305	MELI	2024-03-05	2024-03-08	3 days	-1.22	-18.907	1550.0	1531.093	1531.093	5986.572	2.0	end touch sl: 1531.0925000000002 2024_03_11	x	close	4487.763	1721.334	3550.251	6009.299	2024-03-08
0	MELI_20240305	MELI	1550.0	1531.093	5986.572	1531.093	2.0	2024-03-05	2024-03-08	close	3 days	-1.22	-18.907	end touch sl: 1531.0925000000002 2024_03_11	x	4487.763	1721.334	3550.251	6009.299	2024-03-08
0	MELI_20240305	MELI	1550.0	1473.835	15500.0	0	2.0	2024-03-05		open	-	0	0.0	start 2024_03_11	x	4487.763	1721.334	3550.251	6009.299	2024-03-05
0	MELI_20240306	MELI	1550.75	1472.194	15507.5	0	2.0	2024-03-06		open	-	0	0.0	start 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-06
0	MELI_20240307	MELI	1541.43	1476.392	15414.3	0	2.0	2024-03-07		open	-	0	0.0	start 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-07
0	MELI_20240305	MELI	1550.0	1476.392	6009.299	0	2.0	2024-03-05		open	-	0	0.0	1 curStage sl or tp3 update tp: 6009.299 2024_03_11	x	4487.763	1721.334	3550.251	6009.299	2024-03-08
0	MELI_20240306	MELI	2024-03-06	2024-03-08	2 days	-1.053	-16.322	1550.75	1534.428	1534.428	5999.612	2.0	end touch sl: 1534.4275 2024_03_11	x	close	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240306	MELI	1550.75	1534.428	5999.612	1534.428	2.0	2024-03-06	2024-03-08	close	2 days	-1.053	-16.322	end touch sl: 1534.4275 2024_03_11	x	4480.528	1718.559	3544.528	5999.612	2024-03-08
0	MELI_20240307	MELI	2024-03-07	2024-03-08	1 days	-0.671	-10.337	1541.43	1531.093	1531.093	5986.572	2.0	end touch sl: 1531.0925000000002 2024_03_11	x	close	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240307	MELI	1541.43	1531.093	5986.572	1531.093	2.0	2024-03-07	2024-03-08	close	1 days	-0.671	-10.337	end touch sl: 1531.0925000000002 2024_03_11	x	4470.79	1714.824	3536.824	5986.572	2024-03-08
0	MELI_20240305	MELI	2024-03-05	2024-03-11	6 days	-1.22	-18.907	1550.0	1531.093	1531.093	6009.299	2.0	end touch sl: 1531.0925000000002 2024_03_11	x	close	4487.763	1721.334	3550.251	6009.299	2024-03-11
0	MELI_20240305	MELI	1550.0	1531.093	6009.299	1531.093	2.0	2024-03-05	2024-03-11	close	6 days	-1.22	-18.907	end touch sl: 1531.0925000000002 2024_03_11	x	4487.763	1721.334	3550.251	6009.299	2024-03-11
